row_names,theta,se,Title,id,Samling,Nr,Titel,Dato,speaker_id,Date,Year,Parti,Period,n_words,month_year_id,coalition
Jens Joel,0.10623857359004679,0.4061416454703334,Jens Joel,20181_M70_referat,20181,70,"Referat af møde 70 den 13. marts, 2019 kl. 13.00",13-03-2019,340225,2019-03-13T17:10:00Z,2019,Socialdemokratiet,2015-2019,81,2019_3,No
Jesper Petersen,0.6036748822467677,0.36905050877506024,Jesper Petersen,20181_M70_referat,20181,70,"Referat af møde 70 den 13. marts, 2019 kl. 13.00",13-03-2019,340044,2019-03-13T15:06:00Z,2019,Socialdemokratiet,2015-2019,379,2019_3,No
Julie Skovsby,0,0.6324555320336759,Julie Skovsby,20181_M70_referat,20181,70,"Referat af møde 70 den 13. marts, 2019 kl. 13.00",13-03-2019,340126,2019-03-13T16:22:00Z,2019,Socialdemokratiet,2015-2019,147,2019_3,No
Karin Gaardsted,0.8312311676652864,0.9560013891621877,Karin Gaardsted,20181_M68_referat,20181,68,"Referat af møde 68 den 1. marts, 2019 kl. 10.00",01-03-2019,339377,2019-03-01T10:03:00Z,2019,Socialdemokratiet,2015-2019,229,2019_3,No
Karsten Lauritzen,0.983603385993557,0.20616667550696952,Karsten Lauritzen,20181_M70_referat,20181,70,"Referat af møde 70 den 13. marts, 2019 kl. 13.00",13-03-2019,340162,2019-03-13T16:45:00Z,2019,Venstre,2015-2019,278,2019_3,Yes
Kristian Jensen,-1.0564384385344612,0.23881446359938638,Kristian Jensen,20181_M70_referat,20181,70,"Referat af møde 70 den 13. marts, 2019 kl. 13.00",13-03-2019,339906,2019-03-13T13:04:00Z,2019,Venstre,2015-2019,1500,2019_3,Yes
Kristian Pihl Lorentzen,-0.5654872450106506,0.2625093747603861,Kristian Pihl Lorentzen,20181_M69_referat,20181,69,"Referat af møde 69 den 12. marts, 2019 kl. 13.00",12-03-2019,339821,2019-03-12T17:34:00Z,2019,Venstre,2015-2019,353,2019_3,Yes
Kaare Dybvad,0.3434566845611041,0.2285375499426717,Kaare Dybvad,20181_M71_referat,20181,71,"Referat af møde 71 den 14. marts, 2019 kl. 10.00",14-03-2019,340414,2019-03-14T11:34:00Z,2019,Socialdemokratiet,2015-2019,391,2019_3,No
Lars Aslan Rasmussen,-0.8023898482580402,0.69196069809783,Lars Aslan Rasmussen,20181_M75_referat,20181,75,"Referat af møde 75 den 26. marts, 2019 kl. 13.00",26-03-2019,341276,2019-03-26T15:16:00Z,2019,Socialdemokratiet,2015-2019,177,2019_3,No
Lars Løkke Rasmussen,0.711423755103336,0.119125354300997,Lars Løkke Rasmussen,20181_M69_referat,20181,69,"Referat af møde 69 den 12. marts, 2019 kl. 13.00",12-03-2019,339584,2019-03-12T13:01:00Z,2019,Venstre,2015-2019,847,2019_3,Yes
Lea Wermelin,-0.8802321756862792,0.27479206031001063,Lea Wermelin,20181_M70_referat,20181,70,"Referat af møde 70 den 13. marts, 2019 kl. 13.00",13-03-2019,340187,2019-03-13T16:57:00Z,2019,Socialdemokratiet,2015-2019,149,2019_3,No
Leif Lahn Jensen,0.030825457947294372,0.6829138729322076,Leif Lahn Jensen,20181_M71_referat,20181,71,"Referat af møde 71 den 14. marts, 2019 kl. 10.00",14-03-2019,340463,2019-03-14T13:46:00Z,2019,Socialdemokratiet,2015-2019,372,2019_3,No
Louise Schack Elholm,0.43267658536925635,0.6613930577598816,Louise Schack Elholm,20181_M73_referat,20181,73,"Referat af møde 73 den 19. marts, 2019 kl. 13.00",19-03-2019,340988,2019-03-19T20:19:00Z,2019,Venstre,2015-2019,127,2019_3,Yes
Mads Fuglede,-0.11209996626192359,0.5780043152350867,Mads Fuglede,20181_M68_referat,20181,68,"Referat af møde 68 den 1. marts, 2019 kl. 10.00",01-03-2019,339512,2019-03-01T12:20:00Z,2019,Venstre,2015-2019,196,2019_3,Yes
Magnus Heunicke,-0.6375958338886702,0.42839927260249844,Magnus Heunicke,20181_M76_referat,20181,76,"Referat af møde 76 den 27. marts, 2019 kl. 13.00",27-03-2019,341455,2019-03-27T13:04:00Z,2019,Socialdemokratiet,2015-2019,271,2019_3,No
Marcus Knuth,0.15333061969832787,0.5828653759199582,Marcus Knuth,20181_M69_referat,20181,69,"Referat af møde 69 den 12. marts, 2019 kl. 13.00",12-03-2019,339796,2019-03-12T17:01:00Z,2019,Venstre,2015-2019,348,2019_3,Yes
Martin Geertsen,0.6860635143909173,0.2482131981382853,Martin Geertsen,20181_M73_referat,20181,73,"Referat af møde 73 den 19. marts, 2019 kl. 13.00",19-03-2019,340627,2019-03-19T13:38:00Z,2019,Venstre,2015-2019,573,2019_3,Yes
Mattias Tesfaye,-0.5879447797179548,0.40097824289505296,Mattias Tesfaye,20181_M68_referat,20181,68,"Referat af møde 68 den 1. marts, 2019 kl. 10.00",01-03-2019,339506,2019-03-01T12:12:00Z,2019,Socialdemokratiet,2015-2019,403,2019_3,No
Mette Frederiksen,0.568666039819451,0.31945184805233895,Mette Frederiksen,20181_M69_referat,20181,69,"Referat af møde 69 den 12. marts, 2019 kl. 13.00",12-03-2019,339627,2019-03-12T13:41:00Z,2019,Socialdemokratiet,2015-2019,388,2019_3,No
Mette Reissmann,0.7693237861173723,0.7569223964967471,Mette Reissmann,20181_M70_referat,20181,70,"Referat af møde 70 den 13. marts, 2019 kl. 13.00",13-03-2019,340330,2019-03-13T17:48:00Z,2019,Socialdemokratiet,2015-2019,289,2019_3,No
Michael Aastrup Jensen,-0.12803357257993817,0.701536412299675,Michael Aastrup Jensen,20181_M68_referat,20181,68,"Referat af møde 68 den 1. marts, 2019 kl. 10.00",01-03-2019,339558,2019-03-01T13:10:00Z,2019,Venstre,2015-2019,159,2019_3,Yes
Morten Bødskov,-0.33583803963922587,0.24791559312365288,Morten Bødskov,20181_M73_referat,20181,73,"Referat af møde 73 den 19. marts, 2019 kl. 13.00",19-03-2019,340663,2019-03-19T14:20:00Z,2019,Socialdemokratiet,2015-2019,519,2019_3,No
Nick Hækkerup,-0.38212976530185877,0.7992453457350099,Nick Hækkerup,20181_M68_referat,20181,68,"Referat af møde 68 den 1. marts, 2019 kl. 10.00",01-03-2019,339554,2019-03-01T13:08:00Z,2019,Socialdemokratiet,2015-2019,129,2019_3,No
Pernille Schnoor,-0.21781393830914605,0.26076554072248703,Pernille Schnoor,20181_M69_referat,20181,69,"Referat af møde 69 den 12. marts, 2019 kl. 13.00",12-03-2019,339802,2019-03-12T17:09:00Z,2019,Socialdemokratiet,2015-2019,847,2019_3,No
Peter Hummelgaard Thomsen,-0.0266594747254409,0.1995307982892259,Peter Hummelgaard Thomsen,20181_M68_referat,20181,68,"Referat af møde 68 den 1. marts, 2019 kl. 10.00",01-03-2019,339472,2019-03-01T11:36:00Z,2019,Socialdemokratiet,2015-2019,438,2019_3,No
Preben Bang Henriksen,-0.7403129986658673,0.246456217015017,Preben Bang Henriksen,20181_M72_referat,20181,72,"Referat af møde 72 den 15. marts, 2019 kl. 10.00",15-03-2019,340487,2019-03-15T10:08:00Z,2019,Venstre,2015-2019,285,2019_3,Yes
Rasmus Horn Langhoff,0.6031670033440464,0.22566640410260697,Rasmus Horn Langhoff,20181_M73_referat,20181,73,"Referat af møde 73 den 19. marts, 2019 kl. 13.00",19-03-2019,340624,2019-03-19T13:35:00Z,2019,Socialdemokratiet,2015-2019,469,2019_3,No
Rasmus Prehn,0.2877872377822101,0.4151061104731792,Rasmus Prehn,20181_M71_referat,20181,71,"Referat af møde 71 den 14. marts, 2019 kl. 10.00",14-03-2019,340437,2019-03-14T12:00:00Z,2019,Socialdemokratiet,2015-2019,697,2019_3,No
Simon Kollerup,-0.2287658314573107,0.40243295882221886,Simon Kollerup,20181_M70_referat,20181,70,"Referat af møde 70 den 13. marts, 2019 kl. 13.00",13-03-2019,340311,2019-03-13T17:41:00Z,2019,Socialdemokratiet,2015-2019,226,2019_3,No
Thomas Danielsen,-0.14552407361659578,0.3829217664727057,Thomas Danielsen,20181_M71_referat,20181,71,"Referat af møde 71 den 14. marts, 2019 kl. 10.00",14-03-2019,340345,2019-03-14T10:28:00Z,2019,Venstre,2015-2019,108,2019_3,Yes
Thomas Jensen,0.26703740097798256,0.23366491916135326,Thomas Jensen,20181_M69_referat,20181,69,"Referat af møde 69 den 12. marts, 2019 kl. 13.00",12-03-2019,339748,2019-03-12T16:08:00Z,2019,Venstre,2015-2019,539,2019_3,Yes
Torsten Schack Pedersen,0.0731426093339364,0.195420173183794,Torsten Schack Pedersen,20181_M69_referat,20181,69,"Referat af møde 69 den 12. marts, 2019 kl. 13.00",12-03-2019,339724,2019-03-12T15:40:00Z,2019,Venstre,2015-2019,658,2019_3,Yes
Trine Bramsen,-0.3443867989852909,0.17227001889624624,Trine Bramsen,20181_M72_referat,20181,72,"Referat af møde 72 den 15. marts, 2019 kl. 10.00",15-03-2019,340485,2019-03-15T10:02:00Z,2019,Socialdemokratiet,2015-2019,508,2019_3,No
Troels Lund Poulsen,0.5363886131875766,0.5259194261300569,Troels Lund Poulsen,20181_M71_referat,20181,71,"Referat af møde 71 den 14. marts, 2019 kl. 10.00",14-03-2019,340471,2019-03-14T13:59:00Z,2019,Venstre,2015-2019,317,2019_3,Yes
Troels Ravn,-0.231921324266076,0.950634646111256,Troels Ravn,20181_M77_referat,20181,77,"Referat af møde 77 den 28. marts, 2019 kl. 10.00",28-03-2019,341916,2019-03-28T15:08:00Z,2019,Socialdemokratiet,2015-2019,345,2019_3,No
Ane Halsboe-Jørgensen,-0.10151346616389666,0.689291894593229,Ane Halsboe-Jørgensen,20181_M86_referat,20181,86,"Referat af møde 86 den 23. april, 2019 kl. 13.00",23-04-2019,344695,2019-04-23T15:05:00Z,2019,Socialdemokratiet,2015-2019,191,2019_4,No
Annette Lind,-0.025008529055690384,0.6837924488801479,Annette Lind,20181_M88_referat,20181,88,"Referat af møde 88 den 25. april, 2019 kl. 10.00",25-04-2019,345380,2019-04-25T15:01:00Z,2019,Socialdemokratiet,2015-2019,825,2019_4,No
Anni Matthiesen,-0.10308377327227079,0.1428251803119669,Anni Matthiesen,20181_M80_referat,20181,80,"Referat af møde 80 den 3. april, 2019 kl. 13.00",03-04-2019,342522,2019-04-03T14:41:00Z,2019,Venstre,2015-2019,184,2019_4,Yes
Astrid Krag,-0.285021000427403,0.21775848803747153,Astrid Krag,20181_M84_referat,20181,84,"Referat af møde 84 den 10. april, 2019 kl. 13.00",10-04-2019,343941,2019-04-10T13:18:00Z,2019,Socialdemokratiet,2015-2019,428,2019_4,No
Benny Engelbrecht,-0.8488179838317046,0.30852587115999,Benny Engelbrecht,20181_M80_referat,20181,80,"Referat af møde 80 den 3. april, 2019 kl. 13.00",03-04-2019,342392,2019-04-03T13:26:00Z,2019,Socialdemokratiet,2015-2019,53,2019_4,No
Bjarne Laustsen,-0.002360235327707891,0.5213936911101148,Bjarne Laustsen,20181_M86_referat,20181,86,"Referat af møde 86 den 23. april, 2019 kl. 13.00",23-04-2019,344728,2019-04-23T16:10:00Z,2019,Socialdemokratiet,2015-2019,247,2019_4,No
Britt Bager,-0.6550307171333523,0.961982883078244,Britt Bager,20181_M86_referat,20181,86,"Referat af møde 86 den 23. april, 2019 kl. 13.00",23-04-2019,344699,2019-04-23T15:07:00Z,2019,Venstre,2015-2019,229,2019_4,Yes
Carsten Kissmeyer,-0.4600793602192032,0.2724686950025876,Carsten Kissmeyer,20181_M84_referat,20181,84,"Referat af møde 84 den 10. april, 2019 kl. 13.00",10-04-2019,344046,2019-04-10T14:44:00Z,2019,Venstre,2015-2019,262,2019_4,Yes
Christian Rabjerg Madsen,0.899613445384333,0.29471810927861797,Christian Rabjerg Madsen,20181_M81_referat,20181,81,"Referat af møde 81 den 4. april, 2019 kl. 10.00",04-04-2019,342921,2019-04-04T16:03:00Z,2019,Socialdemokratiet,2015-2019,698,2019_4,No
Christina Egelund,0.25931665635704587,0.23626383521289182,Christina Egelund,20181_M83_referat,20181,83,"Referat af møde 83 den 9. april, 2019 kl. 13.00",09-04-2019,343791,2019-04-09T20:16:00Z,2019,Socialdemokratiet,2015-2019,603,2019_4,No
Claus Hjort Frederiksen,0.3401069583112885,0.3083066429615727,Claus Hjort Frederiksen,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342215,2019-04-02T16:33:00Z,2019,Venstre,2015-2019,877,2019_4,Yes
Ellen Trane Nørby,-0.4971726518659144,0.24440641170395855,Ellen Trane Nørby,20181_M80_referat,20181,80,"Referat af møde 80 den 3. april, 2019 kl. 13.00",03-04-2019,342445,2019-04-03T13:50:00Z,2019,Venstre,2015-2019,327,2019_4,Yes
Erik Christensen,0.21913574967737218,0.5419029133954555,Erik Christensen,20181_M80_referat,20181,80,"Referat af møde 80 den 3. april, 2019 kl. 13.00",03-04-2019,342443,2019-04-03T13:50:00Z,2019,Socialdemokratiet,2015-2019,56,2019_4,No
Erling Bonnesen,-1.3933317819723392,0.379152693018676,Erling Bonnesen,20181_M81_referat,20181,81,"Referat af møde 81 den 4. april, 2019 kl. 10.00",04-04-2019,342856,2019-04-04T15:05:00Z,2019,Venstre,2015-2019,136,2019_4,Yes
Flemming Møller Mortensen,0,0.7071067811865476,Flemming Møller Mortensen,20181_M87_referat,20181,87,"Referat af møde 87 den 24. april, 2019 kl. 13.00",24-04-2019,345048,2019-04-24T14:02:00Z,2019,Socialdemokratiet,2015-2019,659,2019_4,No
Hans Andersen,-0.14573777518119455,0.31154363517999606,Hans Andersen,20181_M82_referat,20181,82,"Referat af møde 82 den 5. april, 2019 kl. 10.00",05-04-2019,343133,2019-04-05T10:04:00Z,2019,Venstre,2015-2019,229,2019_4,Yes
Henrik Dam Kristensen,-1.7262546802764074,0.2702252339853218,Henrik Dam Kristensen,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342126,2019-04-02T14:31:00Z,2019,Socialdemokratiet,2015-2019,79,2019_4,No
Henrik Sass Larsen,0.2642124989533785,0.4026211914159201,Henrik Sass Larsen,20181_M86_referat,20181,86,"Referat af møde 86 den 23. april, 2019 kl. 13.00",23-04-2019,344953,2019-04-23T19:28:00Z,2019,Socialdemokratiet,2015-2019,614,2019_4,No
Jacob Jensen,0.2236753004731756,0.36221157512829977,Jacob Jensen,20181_M90_referat,20181,90,"Referat af møde 90 den 30. april, 2019 kl. 13.00",30-04-2019,346051,2019-04-30T14:01:00Z,2019,Venstre,2015-2019,692,2019_4,Yes
Jane Heitmann,-0.8176565309602111,0.8309695516877263,Jane Heitmann,20181_M89_referat,20181,89,"Referat af møde 89 den 26. april, 2019 kl. 10.00",26-04-2019,345985,2019-04-26T13:11:00Z,2019,Venstre,2015-2019,773,2019_4,Yes
Jens Joel,1.103594550867325,0.35495026262283386,Jens Joel,20181_M81_referat,20181,81,"Referat af møde 81 den 4. april, 2019 kl. 10.00",04-04-2019,342608,2019-04-04T10:36:00Z,2019,Socialdemokratiet,2015-2019,856,2019_4,No
Jesper Petersen,-0.03518561748279171,0.18564053032933137,Jesper Petersen,20181_M83_referat,20181,83,"Referat af møde 83 den 9. april, 2019 kl. 13.00",09-04-2019,343372,2019-04-09T14:27:00Z,2019,Socialdemokratiet,2015-2019,870,2019_4,No
Julie Skovsby,-0.0975100234528061,0.3574181430988276,Julie Skovsby,20181_M88_referat,20181,88,"Referat af møde 88 den 25. april, 2019 kl. 10.00",25-04-2019,345415,2019-04-25T15:51:00Z,2019,Socialdemokratiet,2015-2019,370,2019_4,No
Karen Ellemann,0.2136929280966662,0.3953498493874473,Karen Ellemann,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342101,2019-04-02T13:56:00Z,2019,Venstre,2015-2019,761,2019_4,Yes
Karin Gaardsted,-0.4059714061967264,0.30708428301582136,Karin Gaardsted,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342188,2019-04-02T15:52:00Z,2019,Socialdemokratiet,2015-2019,499,2019_4,No
Karsten Lauritzen,-0.21643547985209893,0.3872472434779981,Karsten Lauritzen,20181_M80_referat,20181,80,"Referat af møde 80 den 3. april, 2019 kl. 13.00",03-04-2019,342344,2019-04-03T13:00:00Z,2019,Venstre,2015-2019,93,2019_4,Yes
Kristian Jensen,0.021160389306191678,0.21849293429554753,Kristian Jensen,20181_M80_referat,20181,80,"Referat af møde 80 den 3. april, 2019 kl. 13.00",03-04-2019,342367,2019-04-03T13:09:00Z,2019,Venstre,2015-2019,359,2019_4,Yes
Kristian Pihl Lorentzen,0.6310527277576519,0.3739262787586899,Kristian Pihl Lorentzen,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342272,2019-04-02T17:27:00Z,2019,Venstre,2015-2019,858,2019_4,Yes
Kaare Dybvad,0.12225785136571436,0.19177843230114797,Kaare Dybvad,20181_M84_referat,20181,84,"Referat af møde 84 den 10. april, 2019 kl. 13.00",10-04-2019,344042,2019-04-10T14:41:00Z,2019,Socialdemokratiet,2015-2019,195,2019_4,No
Lars Aslan Rasmussen,0.5248435823755162,0.18109465903023642,Lars Aslan Rasmussen,20181_M80_referat,20181,80,"Referat af møde 80 den 3. april, 2019 kl. 13.00",03-04-2019,342512,2019-04-03T14:34:00Z,2019,Socialdemokratiet,2015-2019,802,2019_4,No
Lars Løkke Rasmussen,0.29199781046731454,0.10106812887092805,Lars Løkke Rasmussen,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342081,2019-04-02T13:18:00Z,2019,Venstre,2015-2019,2117,2019_4,Yes
Leif Lahn Jensen,0.20021723806894276,0.14469812594130638,Leif Lahn Jensen,20181_M82_referat,20181,82,"Referat af møde 82 den 5. april, 2019 kl. 10.00",05-04-2019,343162,2019-04-05T10:23:00Z,2019,Socialdemokratiet,2015-2019,819,2019_4,No
Lennart Damsbo-Andersen,-1.0353486475462508,0.9043281378771635,Lennart Damsbo-Andersen,20181_M82_referat,20181,82,"Referat af møde 82 den 5. april, 2019 kl. 10.00",05-04-2019,343129,2019-04-05T10:01:00Z,2019,Socialdemokratiet,2015-2019,298,2019_4,No
Louise Schack Elholm,0.12798616836599924,0.22970787568552709,Louise Schack Elholm,20181_M83_referat,20181,83,"Referat af møde 83 den 9. april, 2019 kl. 13.00",09-04-2019,343376,2019-04-09T14:36:00Z,2019,Venstre,2015-2019,372,2019_4,Yes
Mads Fuglede,0.2513834713959296,0.29319102050523543,Mads Fuglede,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342299,2019-04-02T18:23:00Z,2019,Venstre,2015-2019,326,2019_4,Yes
Marcus Knuth,-0.06328170494612291,0.2905828422539075,Marcus Knuth,20181_M89_referat,20181,89,"Referat af møde 89 den 26. april, 2019 kl. 10.00",26-04-2019,345823,2019-04-26T10:23:00Z,2019,Venstre,2015-2019,380,2019_4,Yes
Martin Geertsen,0.608378349539049,0.2623545541374196,Martin Geertsen,20181_M89_referat,20181,89,"Referat af møde 89 den 26. april, 2019 kl. 10.00",26-04-2019,345895,2019-04-26T11:26:00Z,2019,Venstre,2015-2019,754,2019_4,Yes
Mattias Tesfaye,0.6811752369842763,0.2832629342539472,Mattias Tesfaye,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342295,2019-04-02T18:16:00Z,2019,Socialdemokratiet,2015-2019,700,2019_4,No
Mette Frederiksen,0.29418926851450256,0.46089644878510083,Mette Frederiksen,20181_M83_referat,20181,83,"Referat af møde 83 den 9. april, 2019 kl. 13.00",09-04-2019,343310,2019-04-09T13:06:00Z,2019,Socialdemokratiet,2015-2019,347,2019_4,No
Michael Aastrup Jensen,-0.20916624088684366,0.3196157629750117,Michael Aastrup Jensen,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342148,2019-04-02T15:11:00Z,2019,Venstre,2015-2019,808,2019_4,Yes
Mogens Jensen,-0.47069421592237315,0.3379319612033974,Mogens Jensen,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342144,2019-04-02T15:04:00Z,2019,Socialdemokratiet,2015-2019,684,2019_4,No
Morten Bødskov,0.14509389543711182,0.29873474778397785,Morten Bødskov,20181_M81_referat,20181,81,"Referat af møde 81 den 4. april, 2019 kl. 10.00",04-04-2019,342592,2019-04-04T10:11:00Z,2019,Socialdemokratiet,2015-2019,461,2019_4,No
Nick Hækkerup,-0.17573338167528804,0.4871570200949279,Nick Hækkerup,20181_M88_referat,20181,88,"Referat af møde 88 den 25. april, 2019 kl. 10.00",25-04-2019,345532,2019-04-25T17:27:00Z,2019,Socialdemokratiet,2015-2019,402,2019_4,No
Pernille Rosenkrantz-Theil,0.02923609416035049,0.20581000589638002,Pernille Rosenkrantz-Theil,20181_M88_referat,20181,88,"Referat af møde 88 den 25. april, 2019 kl. 10.00",25-04-2019,345735,2019-04-25T20:25:00Z,2019,Socialdemokratiet,2015-2019,208,2019_4,No
Pernille Schnoor,-0.4043212024612338,0.2737844988767613,Pernille Schnoor,20181_M87_referat,20181,87,"Referat af møde 87 den 24. april, 2019 kl. 13.00",24-04-2019,345040,2019-04-24T13:57:00Z,2019,Socialdemokratiet,2015-2019,254,2019_4,No
Peter Hummelgaard Thomsen,-0.2594158119361148,0.14373330085288671,Peter Hummelgaard Thomsen,20181_M80_referat,20181,80,"Referat af møde 80 den 3. april, 2019 kl. 13.00",03-04-2019,342457,2019-04-03T13:57:00Z,2019,Socialdemokratiet,2015-2019,107,2019_4,No
Peter Juel-Jensen,0.07053475333897757,0.29612281071947777,Peter Juel-Jensen,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342131,2019-04-02T14:40:00Z,2019,Venstre,2015-2019,362,2019_4,Yes
Preben Bang Henriksen,0.22129690538339805,0.12597547404283838,Preben Bang Henriksen,20181_M83_referat,20181,83,"Referat af møde 83 den 9. april, 2019 kl. 13.00",09-04-2019,343781,2019-04-09T20:02:00Z,2019,Venstre,2015-2019,517,2019_4,Yes
Rasmus Horn Langhoff,0.19848879684050375,0.46789642884566224,Rasmus Horn Langhoff,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342318,2019-04-02T19:04:00Z,2019,Socialdemokratiet,2015-2019,305,2019_4,No
Rasmus Prehn,-0.049756509778274505,0.09464778694089916,Rasmus Prehn,20181_M80_referat,20181,80,"Referat af møde 80 den 3. april, 2019 kl. 13.00",03-04-2019,342498,2019-04-03T14:18:00Z,2019,Socialdemokratiet,2015-2019,522,2019_4,No
Simon Kollerup,-1.1135303503535667,0.503472346587603,Simon Kollerup,20181_M81_referat,20181,81,"Referat af møde 81 den 4. april, 2019 kl. 10.00",04-04-2019,342852,2019-04-04T14:55:00Z,2019,Socialdemokratiet,2015-2019,750,2019_4,No
Thomas Danielsen,1.13614122718165,0.33294643859798134,Thomas Danielsen,20181_M81_referat,20181,81,"Referat af møde 81 den 4. april, 2019 kl. 10.00",04-04-2019,342657,2019-04-04T11:03:00Z,2019,Venstre,2015-2019,457,2019_4,Yes
Thomas Jensen,-0.03627593169372356,0.8020136673023817,Thomas Jensen,20181_M90_referat,20181,90,"Referat af møde 90 den 30. april, 2019 kl. 13.00",30-04-2019,346155,2019-04-30T15:46:00Z,2019,Venstre,2015-2019,644,2019_4,Yes
Torsten Schack Pedersen,0.5649096693406825,0.2968160945131947,Torsten Schack Pedersen,20181_M87_referat,20181,87,"Referat af møde 87 den 24. april, 2019 kl. 13.00",24-04-2019,345069,2019-04-24T14:18:00Z,2019,Venstre,2015-2019,743,2019_4,Yes
Trine Bramsen,0.020845919599547666,0.37442635984824774,Trine Bramsen,20181_M85_referat,20181,85,"Referat af møde 85 den 12. april, 2019 kl. 10.00",12-04-2019,344411,2019-04-12T12:59:00Z,2019,Socialdemokratiet,2015-2019,447,2019_4,No
Troels Lund Poulsen,-0.2594843935394212,0.16905152687123987,Troels Lund Poulsen,20181_M80_referat,20181,80,"Referat af møde 80 den 3. april, 2019 kl. 13.00",03-04-2019,342430,2019-04-03T13:43:00Z,2019,Venstre,2015-2019,285,2019_4,Yes
Troels Ravn,-0.8861382338616464,1.1549023140903456,Troels Ravn,20181_M79_referat,20181,79,"Referat af møde 79 den 2. april, 2019 kl. 13.00",02-04-2019,342127,2019-04-02T14:31:00Z,2019,Socialdemokratiet,2015-2019,669,2019_4,No
Christina Egelund,0.006701002798700661,0.8285051716459783,Christina Egelund,20181_M92_referat,20181,92,"Referat af møde 92 den 3. maj, 2019 kl. 10.00",03-05-2019,346783,2019-05-03T12:49:00Z,2019,Socialdemokratiet,2015-2019,1055,2019_5,No
Ellen Trane Nørby,-0.17006515355547236,0.3421303254164404,Ellen Trane Nørby,20181_M91_referat,20181,91,"Referat af møde 91 den 2. maj, 2019 kl. 10.00",02-05-2019,346477,2019-05-02T11:21:00Z,2019,Venstre,2015-2019,474,2019_5,Yes
Jane Heitmann,-1.0736596688161657,0.5765568492892416,Jane Heitmann,20181_M91_referat,20181,91,"Referat af møde 91 den 2. maj, 2019 kl. 10.00",02-05-2019,346508,2019-05-02T11:37:00Z,2019,Venstre,2015-2019,329,2019_5,Yes
Jens Joel,-0.01561577065152375,0.5415295145329893,Jens Joel,20181_M92_referat,20181,92,"Referat af møde 92 den 3. maj, 2019 kl. 10.00",03-05-2019,346663,2019-05-03T10:00:00Z,2019,Socialdemokratiet,2015-2019,115,2019_5,No
Karin Gaardsted,-0.26230982398970865,0.2433921026080439,Karin Gaardsted,20181_M91_referat,20181,91,"Referat af møde 91 den 2. maj, 2019 kl. 10.00",02-05-2019,346494,2019-05-02T11:30:00Z,2019,Socialdemokratiet,2015-2019,341,2019_5,No
Karsten Lauritzen,0.09478280210467502,2.171857878420099,Karsten Lauritzen,20181_M92_referat,20181,92,"Referat af møde 92 den 3. maj, 2019 kl. 10.00",03-05-2019,346662,2019-05-03T10:00:00Z,2019,Venstre,2015-2019,54,2019_5,Yes
Pernille Schnoor,-0.3612798961152682,0.3317717971693603,Pernille Schnoor,20181_M91_referat,20181,91,"Referat af møde 91 den 2. maj, 2019 kl. 10.00",02-05-2019,346512,2019-05-02T11:43:00Z,2019,Socialdemokratiet,2015-2019,217,2019_5,No
Thomas Jensen,0.785484327669252,0.4247625507494648,Thomas Jensen,20181_M91_referat,20181,91,"Referat af møde 91 den 2. maj, 2019 kl. 10.00",02-05-2019,346439,2019-05-02T10:27:00Z,2019,Venstre,2015-2019,316,2019_5,Yes
Torsten Schack Pedersen,0.9199549546746311,0.46209573208046384,Torsten Schack Pedersen,20181_M91_referat,20181,91,"Referat af møde 91 den 2. maj, 2019 kl. 10.00",02-05-2019,346459,2019-05-02T10:44:00Z,2019,Venstre,2015-2019,587,2019_5,Yes
Anni Matthiesen,-0.004174561249892177,0.9128550199154722,Anni Matthiesen,20182_M6_referat,20182,6,"Referat af møde 6 den 28. august, 2019 kl. 13.00",28-08-2019,346882,2019-08-28T13:09:00Z,2019,Venstre,2019-,340,2019_8,No
Camilla Fabricius,0.004174561249892177,0.9128550199154722,Camilla Fabricius,20182_M6_referat,20182,6,"Referat af møde 6 den 28. august, 2019 kl. 13.00",28-08-2019,346880,2019-08-28T13:05:00Z,2019,Socialdemokratiet,2019-,525,2019_8,Yes
