row_names,theta,se,Title,id,Samling,Nr,Titel,Dato,speaker_id,Date,Year,Parti,Period,n_words,Month,coalition
Addi Andersen,-0.11718354406622777,0.6982395703981463,Addi Andersen,19901_M19_referat,19901,19,Referat af møde nr. 19 den 20. november 1990 kl. 13:00,20-11-1990,2054,1990-11-20T13:00:00Z,1990,Det Konservative Folkeparti,1988-1990,212,1990-11-01,Yes
Anders Fogh Rasmussen,-0.04076806938636132,0.13101516515659248,Fogh Rasmussen,19901_M20_referat,19901,20,Referat af møde nr. 20 den 21. november 1990 kl. 13:00,21-11-1990,2253,1990-11-21T13:00:00Z,1990,Venstre,1988-1990,165,1990-11-01,Yes
Anker Jørgensen,0,0.7071067811865476,Anker Jørgensen,19901_M20_referat,19901,20,Referat af møde nr. 20 den 21. november 1990 kl. 13:00,21-11-1990,2296,1990-11-21T13:00:00Z,1990,Socialdemokratiet,1988-1990,1352,1990-11-01,No
Annette Just,-0.08428349533845873,0.2990280845846892,Annette Just,19901_M20_referat,19901,20,Referat af møde nr. 20 den 21. november 1990 kl. 13:00,21-11-1990,2190,1990-11-21T13:00:00Z,1990,Fremskridtspartiet,1988-1990,80,1990-11-01,No
Arne Melchior,-0.7489678926263118,0.4955593925462995,Arne Melchior,19901_M13_referat,19901,13,Referat af møde nr. 13 den 6. november 1990 kl. 13:00,06-11-1990,1415,1990-11-06T13:00:00Z,1990,Centrum-Demokraterne,1988-1990,1603,1990-11-01,No
Asbjørn Agerschou,-0.1786100432802785,0.1755481449315559,Agerschou,19901_M14_referat,19901,14,Referat af møde nr. 14 den 7. november 1990 kl. 13:00,07-11-1990,1545,1990-11-07T13:00:00Z,1990,Socialistisk Folkeparti,1988-1990,58,1990-11-01,No
Bente Juncker,0.25122795292128275,0.2983146424637162,Bente Juncker,19901_M14_referat,19901,14,Referat af møde nr. 14 den 7. november 1990 kl. 13:00,07-11-1990,1599,1990-11-07T13:00:00Z,1990,Centrum-Demokraterne,1988-1990,530,1990-11-01,No
Birgitte Husmark,0,0.3779644730092272,Birgitte Husmark,19901_M18_referat,19901,18,Referat af møde nr. 18 den 15. november 1990 kl. 10:00,15-11-1990,1856,1990-11-15T10:00:00Z,1990,Socialistisk Folkeparti,1988-1990,54,1990-11-01,No
Birthe Hansen,-0.056561347155342015,0.2919396373379683,Birthe Hansen,19901_M12_referat,19901,12,Referat af møde nr. 12 den 1. november 1990 kl. 10:00,01-11-1990,1354,1990-11-01T10:00:00Z,1990,Socialistisk Folkeparti,1988-1990,673,1990-11-01,No
Børge Bakholt,0,0.6324555320336759,Bakholt,19901_M13_referat,19901,13,Referat af møde nr. 13 den 6. november 1990 kl. 13:00,06-11-1990,1463,1990-11-06T13:00:00Z,1990,Socialdemokratiet,1988-1990,990,1990-11-01,No
Christian O Aagaard,0,0.6324555320336759,Aagaard,19901_M17_referat,19901,17,Referat af møde nr. 17 den 14. november 1990 kl. 13:00,14-11-1990,1832,1990-11-14T13:00:00Z,1990,Det Konservative Folkeparti,1988-1990,691,1990-11-01,Yes
Dorte Bennedsen,-0.07527868469252288,0.24271036821084163,Dorte Bennedsen,19901_M19_referat,19901,19,Referat af møde nr. 19 den 20. november 1990 kl. 13:00,20-11-1990,2096,1990-11-20T13:00:00Z,1990,Socialdemokratiet,1988-1990,288,1990-11-01,No
Ebba Strange,0.03034089254412064,0.43750723081330295,Ebba Strange,19901_M18_referat,19901,18,Referat af møde nr. 18 den 15. november 1990 kl. 10:00,15-11-1990,1921,1990-11-15T10:00:00Z,1990,Socialistisk Folkeparti,1988-1990,107,1990-11-01,No
Elisabeth Arnold,-0.26893369758707647,0.14069591773673648,Elisabeth Arnold,19901_M15_referat,19901,15,Referat af møde nr. 15 den 8. november 1990 kl. 10:00,08-11-1990,1664,1990-11-08T10:00:00Z,1990,Radikale Venstre,1988-1990,68,1990-11-01,Yes
Else Theill Sørensen,-0.243693038485595,0.1554331211747281,Else Theill Sørensen,19901_M15_referat,19901,15,Referat af møde nr. 15 den 8. november 1990 kl. 10:00,08-11-1990,1660,1990-11-08T10:00:00Z,1990,Socialdemokratiet,1988-1990,195,1990-11-01,No
Else Winther Andersen,0.02375194263184758,0.5325944977909414,Else Winther Andersen,19901_M18_referat,19901,18,Referat af møde nr. 18 den 15. november 1990 kl. 10:00,15-11-1990,1990,1990-11-15T10:00:00Z,1990,Venstre,1988-1990,169,1990-11-01,Yes
Erhard Jakobsen,0,0.7071067811865476,Erhard Jakobsen,19901_M18_referat,19901,18,Referat af møde nr. 18 den 15. november 1990 kl. 10:00,15-11-1990,1948,1990-11-15T10:00:00Z,1990,Centrum-Demokraterne,1988-1990,1065,1990-11-01,No
Erling Christensen,0.13216672930344597,0.20058610112054068,Erling Christensen,19901_M19_referat,19901,19,Referat af møde nr. 19 den 20. november 1990 kl. 13:00,20-11-1990,2040,1990-11-20T13:00:00Z,1990,Socialdemokratiet,1988-1990,557,1990-11-01,No
Ester Larsen,-1.8292920737991827,1.5643606090086806,Ester Larsen,19901_M19_referat,19901,19,Referat af møde nr. 19 den 20. november 1990 kl. 13:00,20-11-1990,2084,1990-11-20T13:00:00Z,1990,Venstre,1988-1990,497,1990-11-01,Yes
Eva Fatum,-0.26476677712378327,0.8886260603022033,Eva Fatum,19901_M17_referat,19901,17,Referat af møde nr. 17 den 14. november 1990 kl. 13:00,14-11-1990,1822,1990-11-14T13:00:00Z,1990,Socialdemokratiet,1988-1990,227,1990-11-01,No
Flemming Hansen,0,0.816496580927726,Flemming Hansen,19901_M20_referat,19901,20,Referat af møde nr. 20 den 21. november 1990 kl. 13:00,21-11-1990,2269,1990-11-21T13:00:00Z,1990,Det Konservative Folkeparti,1988-1990,87,1990-11-01,Yes
Flemming Kofod-Svendsen,-0.048191721083963364,0.29258109633186996,Kofod-Svendsen,19901_M17_referat,19901,17,Referat af møde nr. 17 den 14. november 1990 kl. 13:00,14-11-1990,1806,1990-11-14T13:00:00Z,1990,Kristeligt Folkeparti,1988-1990,488,1990-11-01,No
Gert Petersen,0,0.6324555320336759,Gert Petersen,19901_M13_referat,19901,13,Referat af møde nr. 13 den 6. november 1990 kl. 13:00,06-11-1990,1416,1990-11-06T13:00:00Z,1990,Socialistisk Folkeparti,1988-1990,172,1990-11-01,No
Hanne Andersen,0.2112041851910521,0.45526491058847984,Hanne Andersen,19901_M14_referat,19901,14,Referat af møde nr. 14 den 7. november 1990 kl. 13:00,07-11-1990,1602,1990-11-07T13:00:00Z,1990,Socialdemokratiet,1988-1990,99,1990-11-01,No
Hanne Thanning Jacobsen,0,0.5773502691896257,Hanne Thanning Jacobsen,19901_M13_referat,19901,13,Referat af møde nr. 13 den 6. november 1990 kl. 13:00,06-11-1990,1431,1990-11-06T13:00:00Z,1990,Socialistisk Folkeparti,1988-1990,193,1990-11-01,No
Hans Engell,0.08101838227000403,0.24974256162400166,Engell,19901_M17_referat,19901,17,Referat af møde nr. 17 den 14. november 1990 kl. 13:00,14-11-1990,1784,1990-11-14T13:00:00Z,1990,Det Konservative Folkeparti,1988-1990,169,1990-11-01,Yes
Hans Hækkerup,0,0.6324555320336759,Hans Hækkerup,19901_M13_referat,19901,13,Referat af møde nr. 13 den 6. november 1990 kl. 13:00,06-11-1990,1436,1990-11-06T13:00:00Z,1990,Socialdemokratiet,1988-1990,1007,1990-11-01,No
Hans Larsen-Ledet,0.026922977104092652,0.2590424274993645,Larsen-Ledet,19901_M14_referat,19901,14,Referat af møde nr. 14 den 7. november 1990 kl. 13:00,07-11-1990,1573,1990-11-07T13:00:00Z,1990,Radikale Venstre,1988-1990,81,1990-11-01,Yes
Helge Adam Møller,0.12300962960173213,0.38412319646860016,Helge Adam Møller,19901_M13_referat,19901,13,Referat af møde nr. 13 den 6. november 1990 kl. 13:00,06-11-1990,1398,1990-11-06T13:00:00Z,1990,Det Konservative Folkeparti,1988-1990,1434,1990-11-01,Yes
Helge Sander,0.11079010765358041,0.3982332548401234,Helge Sander,19901_M19_referat,19901,19,Referat af møde nr. 19 den 20. november 1990 kl. 13:00,20-11-1990,2124,1990-11-20T13:00:00Z,1990,Venstre,1988-1990,70,1990-11-01,Yes
Helle Degn,0.6456543805000998,0.4653483412267121,Helle Degn,19901_M18_referat,19901,18,Referat af møde nr. 18 den 15. november 1990 kl. 10:00,15-11-1990,1972,1990-11-15T10:00:00Z,1990,Socialdemokratiet,1988-1990,105,1990-11-01,No
Henning Dyremose,-0.1468713389580032,0.2546957106264856,Henning Dyremose,19901_M20_referat,19901,20,Referat af møde nr. 20 den 21. november 1990 kl. 13:00,21-11-1990,2227,1990-11-21T13:00:00Z,1990,Det Konservative Folkeparti,1988-1990,153,1990-11-01,Yes
Henning Lysholm Christensen,-0.10659132075817426,0.09004048662403957,Lysholm Christensen,19901_M15_referat,19901,15,Referat af møde nr. 15 den 8. november 1990 kl. 10:00,08-11-1990,1666,1990-11-08T10:00:00Z,1990,Kristeligt Folkeparti,1988-1990,74,1990-11-01,No
Henning Rasmussen,1.7105482865548765,0.5090283806299978,Henning Rasmussen,19901_M15_referat,19901,15,Referat af møde nr. 15 den 8. november 1990 kl. 10:00,08-11-1990,1668,1990-11-08T10:00:00Z,1990,Socialdemokratiet,1988-1990,64,1990-11-01,No
Holger Graversen,0,0.6324555320336759,Graversen,19901_M18_referat,19901,18,Referat af møde nr. 18 den 15. november 1990 kl. 10:00,15-11-1990,1974,1990-11-15T10:00:00Z,1990,Socialdemokratiet,1988-1990,338,1990-11-01,No
Inge Dahl-Sørensen,0.412477974113599,0.6331799690092765,Inge Dahl-Sørensen,19901_M16_referat,19901,16,Referat af møde nr. 16 den 13. november 1990 kl. 13:00,13-11-1990,1710,1990-11-13T13:00:00Z,1990,Venstre,1988-1990,69,1990-11-01,Yes
Inger Stilling Pedersen,-0.2516424956954602,0.16606788998511737,Inger Stilling Pedersen,19901_M19_referat,19901,19,Referat af møde nr. 19 den 20. november 1990 kl. 13:00,20-11-1990,2050,1990-11-20T13:00:00Z,1990,Kristeligt Folkeparti,1988-1990,199,1990-11-01,No
Ingerlise Koefoed,0.615758227612634,0.8204974971233759,Ingerlise Koefoed,19901_M19_referat,19901,19,Referat af møde nr. 19 den 20. november 1990 kl. 13:00,20-11-1990,2027,1990-11-20T13:00:00Z,1990,Socialistisk Folkeparti,1988-1990,405,1990-11-01,No
J Risgaard Knudsen,0.1025706527631154,0.5485110424073029,Risgaard Knudsen,19901_M14_referat,19901,14,Referat af møde nr. 14 den 7. november 1990 kl. 13:00,07-11-1990,1519,1990-11-07T13:00:00Z,1990,Socialdemokratiet,1988-1990,291,1990-11-01,No
Jan Køpke Christensen,-0.01451869196322532,0.2006134985276217,Køpke Christensen,19901_M18_referat,19901,18,Referat af møde nr. 18 den 15. november 1990 kl. 10:00,15-11-1990,1964,1990-11-15T10:00:00Z,1990,Fremskridtspartiet,1988-1990,181,1990-11-01,No
Jane Oksen,0.26671806083521427,0.3038772522654058,Jane Oksen,19901_M14_referat,19901,14,Referat af møde nr. 14 den 7. november 1990 kl. 13:00,07-11-1990,1597,1990-11-07T13:00:00Z,1990,Fremskridtspartiet,1988-1990,582,1990-11-01,No
Jens Rønholt,-0.059131306429968035,0.4635845028950293,Rønholt,19901_M15_referat,19901,15,Referat af møde nr. 15 den 8. november 1990 kl. 10:00,08-11-1990,1679,1990-11-08T10:00:00Z,1990,Det Konservative Folkeparti,1988-1990,101,1990-11-01,Yes
Jens Skrumsager Skau,-0.14266589485214792,0.323280863585225,Skrumsager Skau,19901_M18_referat,19901,18,Referat af møde nr. 18 den 15. november 1990 kl. 10:00,15-11-1990,1879,1990-11-15T10:00:00Z,1990,Venstre,1988-1990,1153,1990-11-01,Yes
Jes Lunde,0.8269996250876325,0.43612681748444837,Jes Lunde,19901_M20_referat,19901,20,Referat af møde nr. 20 den 21. november 1990 kl. 13:00,21-11-1990,2146,1990-11-21T13:00:00Z,1990,Socialistisk Folkeparti,1988-1990,215,1990-11-01,No
Jytte Andersen,-0.6640871488310112,0.4314997949767896,Jytte Andersen,19901_M14_referat,19901,14,Referat af møde nr. 14 den 7. november 1990 kl. 13:00,07-11-1990,1534,1990-11-07T13:00:00Z,1990,Socialdemokratiet,1988-1990,84,1990-11-01,No
Jytte Hilden,0,0.44721359549995793,Jytte Hilden,19901_M18_referat,19901,18,Referat af møde nr. 18 den 15. november 1990 kl. 10:00,15-11-1990,2004,1990-11-15T10:00:00Z,1990,Socialdemokratiet,1988-1990,579,1990-11-01,No
Jørgen Estrup,0.11545967024990185,0.3413423828299769,Jørgen Estrup,19901_M13_referat,19901,13,Referat af møde nr. 13 den 6. november 1990 kl. 13:00,06-11-1990,1477,1990-11-06T13:00:00Z,1990,Radikale Venstre,1988-1990,483,1990-11-01,Yes
Jørgen Winther,-0.0795599946060303,0.2538377587862334,Jørgen Winther,19901_M19_referat,19901,19,Referat af møde nr. 19 den 20. november 1990 kl. 13:00,20-11-1990,2099,1990-11-20T13:00:00Z,1990,Venstre,1988-1990,315,1990-11-01,Yes
Kai Dige Bach,-0.06475370785040888,0.40252347401136174,Kai Dige Bach,19901_M20_referat,19901,20,Referat af møde nr. 20 den 21. november 1990 kl. 13:00,21-11-1990,2277,1990-11-21T13:00:00Z,1990,Det Konservative Folkeparti,1988-1990,330,1990-11-01,Yes
Kaj Poulsen,0.138499376041347,0.5477612421840006,Kaj Poulsen,19901_M14_referat,19901,14,Referat af møde nr. 14 den 7. november 1990 kl. 13:00,07-11-1990,1521,1990-11-07T13:00:00Z,1990,Socialdemokratiet,1988-1990,61,1990-11-01,No
Kaj Stillinger,-0.2174541540610051,0.3103842553564966,Stillinger,19901_M20_referat,19901,20,Referat af møde nr. 20 den 21. november 1990 kl. 13:00,21-11-1990,2251,1990-11-21T13:00:00Z,1990,Socialistisk Folkeparti,1988-1990,282,1990-11-01,No
Karen Højte Jensen,0.11638331762581362,0.2780709436563801,Karen Højte Jensen,19901_M18_referat,19901,18,Referat af møde nr. 18 den 15. november 1990 kl. 10:00,15-11-1990,1975,1990-11-15T10:00:00Z,1990,Det Konservative Folkeparti,1988-1990,176,1990-11-01,Yes
Kirsten Jacobsen,0.1180457848227425,0.5028117749840096,Kirsten Jacobsen,19901_M14_referat,19901,14,Referat af møde nr. 14 den 7. november 1990 kl. 13:00,07-11-1990,1586,1990-11-07T13:00:00Z,1990,Fremskridtspartiet,1988-1990,175,1990-11-01,No
Kirsten Lee,-0.11405343007053811,0.20541090736937617,Kirsten Lee,19901_M17_referat,19901,17,Referat af møde nr. 17 den 14. november 1990 kl. 13:00,14-11-1990,1847,1990-11-14T13:00:00Z,1990,Radikale Venstre,1988-1990,259,1990-11-01,Yes
Kjeld Rahbæk Møller,0,0.816496580927726,Rahbæk Møller,19901_M20_referat,19901,20,Referat af møde nr. 20 den 21. november 1990 kl. 13:00,21-11-1990,2278,1990-11-21T13:00:00Z,1990,Socialistisk Folkeparti,1988-1990,81,1990-11-01,No
Klaus Hækkerup,-0.2769247419189673,0.2816218548243217,Klaus Hækkerup,19901_M18_referat,19901,18,Referat af møde nr. 18 den 15. november 1990 kl. 10:00,15-11-1990,1961,1990-11-15T10:00:00Z,1990,Socialdemokratiet,1988-1990,133,1990-11-01,No
Knud Enggaard,0,0.5,Enggaard,19901_M13_referat,19901,13,Referat af møde nr. 13 den 6. november 1990 kl. 13:00,06-11-1990,1423,1990-11-06T13:00:00Z,1990,Venstre,1988-1990,520,1990-11-01,Yes
